id,name,nickname,status,bedrooms,bathrooms,accommodates,propertyTypeId,propertyTypeName,roomTypeId,roomTypeName,city,state,country,zipcode,latitude,longitude,basePrice,currency,weeklyDiscount,monthlyDiscount,cleaningFee,securityDeposit,minimumStay,maximumStay,checkInTime,checkOutTime,ownerId,createdAt,updatedAt,channelCount,photoCount,amenityCount
432274,Private Balcony - Gaming - New Furniture,,,,,,1,,,,,,,,,,,,,,100,,,,,10,,,,0,0,0
432284,Relax by the Fire • Grill & Dine Under the Stars,,,,,,17,,,,,,,,,,,,,,50,,,,,10,,,,0,0,0
432534,Outdoor Dining • BBQ Grill • Fire Pit • Park Views,,,,,,17,,,,,,,,,,,,,,50,,,,,10,,,,0,0,0
432619,Mins from the Lake! King Bed • Firepit • Grill,,,,,,17,,,,,,,,,,,,,,50,,,,,10,,,,0,0,0
432637,Mins to the Beach! - Pool - Screened Porch - Free Parking,,,,,,6,,,,,,,,,,,,,,250,,,,,10,,,,0,0,0
433402,58-Acre Estate • Pool • Fireplace • Outdoor Dining,,,,,,2,,,,,,,,,,,,,,500,,,,,11,,,,0,0,0
433545,"Walk to the Lake! Grill, Fireplace, Sleeps 12",,,,,,2,,,,,,,,,,,,,,325,,,,,11,,,,0,0,0
433974,Fenced Yard • Fire pit • Fireplace • Pet Friendly,,,,,,2,,,,,,,,,,,,,,200,,,,,11,,,,0,0,0
434131,Sleeps 22 • Modern Multi-Unit • Gym • Workspaces,,,,,,2,,,,,,,,,,,,,,450,,,,,11,,,,0,0,0
434364,Private Pool Retreat • BBQ Grill+ Pet Friendly,,,,,,2,,,,,,,,,,,,,,200,,,,,11,,,,0,0,0
434447,Park your Boat! •  Mins from the Ocean • Screened Porch,,,,,,2,,,,,,,,,,,,,,200,,,,,10,,,,0,0,0
434671,Walk to the Beach • Pool • Gym • Balcony,,,,,,6,,,,,,,,,,,,,,120,,,,,11,,,,0,0,0
434712,"Beachfront • Pool + Hot Tub • Resort Games (Pickleball, Tennis)",,,,,,6,,,,,,,,,,,,,,200,,,,,10,,,,0,0,0
434835,Heated Pool/Hot Tub • Game Room • Outdoor Theater,,,,,,2,,,,,,,,,,,,0.95,0.9,250,,,,,10,,,,0,0,0
434845,Private Office • Remodeled 5BR • Modern & Spacious,,,,,,2,,,,,,,,,,,,,,275,,,,,11,,,,0,0,0
435508,"Private Fenced Backyard • Pet Friendly • Minutes to Shopping, Dining",,,,,,2,,,,,,,,,,,,,,200,,,,,11,,,,0,0,0
435798,Oceanfront View • Private BR Balconies • Free Parking,,,,,,1,,,,,,,,,,,,,,200,,,,,11,,,,0,0,0
435868,Fire Pit • Fenced Backyard • Board Games,,,,,,2,,,,,,,,,,,,,,175,,,,,11,,,,0,0,0
436208,Private Backyard •  Grill •  Drive to Disney,,,,,,2,,,,,,,,,,,,,,200,,,,,11,,,,0,0,0
436481,Oceanview •  Mins to Beach and Golf • Yard • Grill • Board Games,,,,,,2,,,,,,,,,,,,,,250,,,,,11,,,,0,0,0
436639,Amazing Views! Sleeps 16 • Resort Pool + Hot Tub • Games,,,,,,2,,,,,,,,,,,,,,500,,,,,10,,,,0,0,0
436690,S Breeze Ct.,,,,,,2,,,,,,,,,,,,,,300,,,,,11,,,,0,0,0
436870,Mins from the Beach • WiFi & AC • Outdoor Seating,,,,,,1,,,,,,,,,,,,,,200,,,,,11,,,,0,0,0
437217,Mins to Bouton Trail • Kayaks • Private Backyard,,,,,,2,,,,,,,,,,,,,,75,,,,,10,,,,0,0,0
437229,"Mins to Downtown, Shops, & Casino • Near Speedway + Lake",,,,,,2,,,,,,,,,,,,,,75,,,,,10,,,,0,0,0
437612,Walk to City Park! Private Backyard • Free Parking,,,,,,2,,,,,,,,,,,,,,75,,,,,11,,,,0,0,0
437912,Fenced Yard • Foosball • Putting Green,,,,,,2,,,,,,,,,,,,,,150,,,,,11,,,,0,0,0
437914,Private Backyard • Pool Table • Bar Lounge,,,,,,2,,,,,,,,,,,,,,150,,,,,11,,,,0,0,0
438620,Mins to the Beach! • Pool Access  • Golf Course  •  Private Balcony,,,,,,6,,,,,,,,,,,,,,175,,,,,11,,,,0,0,0
438756,Waterfront • Heated Pool • Hot Tub • Boat Rental • Walk to the Beach,,,,,,2,,,,,,,,,,,,,,495,,,,,10,,,,0,0,0
438765,Camino Rio A - Near El Yunque & Culebra Ferry,,,,,,1,,,,,,,,,,,,,,200,,,,,11,,,,0,0,0
438766,Camino Rio B - Near El Yunque & Culebra Ferry,,,,,,1,,,,,,,,,,,,,,200,,,,,11,,,,0,0,0
438769,Camino Rio C - Near El Yunque & Culebra Ferry,,,,,,1,,,,,,,,,,,,,,200,,,,,11,,,,0,0,0
438772,Camino Rio D - Near El Yunque & Culebra Ferry,,,,,,1,,,,,,,,,,,,,,200,,,,,11,,,,0,0,0
438773,Camino Rio E - Near El Yunque & Culebra Ferry,,,,,,1,,,,,,,,,,,,,,200,,,,,11,,,,0,0,0
438774,Camino Rio F - Near El Yunque & Culebra Ferry,,,,,,1,,,,,,,,,,,,,,200,,,,,11,,,,0,0,0
438775,Camino Rio G - Near El Yunque & Culebra Ferry,,,,,,31,,,,,,,,,,,,,,200,,,,,16,,,,0,0,0
438776,Camino Rio H - Near El Yunque & Culebra Ferry,,,,,,31,,,,,,,,,,,,,,200,,,,,16,,,,0,0,0
439167,Oceanview • Mins to the Beach • Private BR Balcony,,,,,,1,,,,,,,,,,,,,,200,,,,,11,,,,0,0,0
439258,Oceanview • Mins to the Beach • Private BR Balconies,,,,,,1,,,,,,,,,,,,,,200,,,,,11,,,,0,0,0
439436,Pool •  Hot Tub • Pavilion Theater • Foosball & PingPong Table • 3 Decks,,,,,,8,,,,,,,,,,,,,,400,,,,,10,,,,0,0,0
439461,City-Chic at Centennial Hill in downtown Atlanta,,,,,,1,,,,,,,,,,,,0.95,0.8,140,,,,,11,,,,0,0,0
439950,Private Backyard • Newly Remodeled • Patio Grill,,,,,,2,,,,,,,,,,,,,,100,,,,,11,,,,0,0,0
440129,Near Manhattan • Modern Apartment • Free Parking,,,,,,1,,,,,,,,,,,,,,125,,,,,10,,,,0,0,0
440351,Walk to Convention Center • Downtown • Capitol Hill Nightlife,,,,,,6,,,,,,,,,,,,,,85,,,,,10,,,,0,0,0
441077,Game Room • Fire Pit • Arcade Games • Outdoor Dining,,,,,,2,,,,,,,,,,,,,,300,,,,,11,,,,0,0,0
441197,Pool + Hot Tub • Family Cabin with Games & Views,,,,,,1,,,,,,,,,,,,,,200,,,,,11,,,,0,0,0
442472,Steps from BeltLine • Private Deck & Yard • New Build House,,,,,,2,,,,,,,,,,,,,,150,,,,,11,,,,0,0,0
442637,Near Disney Parks • Pool  • Gym • Free Breakfast • Sports Court,,,,,,50,,,,,,,,,,,,,,80,,,,,11,,,,0,0,0
442641,Grand Reserve Coco Beach,,,,,,6,,,,,,,,,,,,,,250,,,,,16,,,,0,0,0
442652,Fire Pit + BBQ Grill + Lakeside RV Retreat,,,,,,17,,,,,,,,,,,,,,50,,,,,10,,,,0,0,0
442837,Fenced Yard • Outdoor Lounge + Grill • Mini Library • Sleep 12,,,,,,2,,,,,,,,,,,,,,300,,,,,11,,,,0,0,0
